url,title,is_clickbait,content
https://t.co/ik70DfHNVe,"El secreto mejor guardado de Paula Badosa: ""Lo tengo escrito en la raqueta""",1,"Pese a la fiebre y al malestar con el que Paula Badosa afrontó su segundo compromiso en Roland Garros, la tenista española sigue adelante en el segundo Grand Slam de la temporada, donde se las verá este próximo sábado ante la australiana Daria Kasatkina, un nuevo duelo de gran altura ante una de las cabezas de serie del torneo. Tras celebrar como pocas veces la hemos visto, con gritos de rabia y de alivio, Badosa atendió a la prensa en la rueda de prensa posterior, donde volvió a recalcar que pese a sentirse mucho mejor de lo esperado, tanto a nivel físico como a nivel de tenis, no tiene expectativa alguna en París tras la larga inactividad a la que la obligó la nueva lesión de espalda. ""En Wimbledon o en el US Open seguro que será distinto pero aquí ya lo dije que voy con cero expectativas"" afirmó la española, que explicó que la fiebre fue algo que sucedió la misma mañana y que la dejó sin energía por momentos. Sobre el partido ante Ruse, la española afirmó que no podía tenerlo en cuenta por el nivel de tenis, porque lo sacó más por carácter que no por juego, sufriendo y sabiendo estar en pista en los peores momentos. Sobre ello, desveló un secreto que tiene siempre en pista para ayudarla en dichas situaciones. ""Tengo frases en mis raquetas que me dan aire. Es todo muy mental y me intento agarrar a lo poco que puedo"" desveló Badosa, que explicó que esas frases están escritas en el mango de su raqueta y que cambian a cada partido. ""Cada dia me lo cambian porque soy una chica que se cansa rápido de las cosas. Soy de jugar con el corazón"" explicó. Unas frases que la ayudaron a buen seguro para superar y remontar su partido de segunda ronda y que le intentaran llevar hasta los octavos de final. ""Rendirse no es una opción por ejemplo, muchas así"" desveló sobre el contenido de las frases, que explicó que las lee en todo momento y sobre todo en los momentos de más tensión del encuentro."
https://t.co/QSJEl9GSSD,"Aimar Bretos descubre cuándo se jubilan los jugadores de eSports y se queda sin palabras: ""Me ha matado""",1,"La Cadena SER ha emitido este jueves una edición especial del programa Hora 25 desde el Centro Andaluz de Ciberseguridad de Málaga. Una entrega de lo más completa en la que hemos abordado la actualidad como cada día y en la que hemos hablado sobre muchos otros temas relacionados con el sector de tecnología, de la investigación y del desarrollo. También sobre los deportes electrónicos, popularmente conocidos como eSports a nivel global, una industria que atrae a millones de personas en todo el mundo pero que sin embargo sigue siendo desconocida para muchas personas que no están familiarizadas con el entorno gaming. Para conocer más sobre la misma hemos contado con la fundadora del equipo GiantX, Virginia Calvo, quien nos ha explicado qué son los eSports y cómo está creciendo una industria que parece imparable: «Para contarlo de una manera un poco sencilla, son competiciones de videojuegos de forma profesional». Después de ponernos en situación, la responsable de este equipo nos cuenta que se llegan a registrar audiencias masivas a nivel global para ver las finales de los torneos más importantes: «La final de un Mundial puede tener una audiencia de unos 400 o 500 millones de personas a nivel global». Es decir, una retransmisión que supera con creces la audiencia de eventos tan icónicos como la SuperBowl. En un momento dado de la entrevista, Aimar Bretos ha querido confeccionar un perfil de los profesionales del gaming. Y se ha encontrado con datos cuanto menos fascinantes. Entre otras cosas ha descubierto que hay un mercado de fichajes semejante al del fútbol que también mueve millones y que tienen en cuenta hasta el más mínimo detalle a la hora de arriesgarse por un jugador. Entre ellos la edad, porque no es lo mismo jugar con 17 años que hacerlo con 25. Un dato que ha dejado sin palabras a Aimar Bretos, quien no tenía ni idea de que los jugadores de eSports se jubilaran tan temprano. En declaraciones a la Cadena SER, Virginia Calvo nos cuenta que la edad óptima de un jugador de eSports parte desde los 17 años hasta los 25: «Pues suelen estar entre los 17, aunque nosotros intentamos fichar mayores de edad y llegan hasta los 24 o 25, que es cuando les empieza a bajar la agudeza visual y llevan muchos años en el circuito». Un dato que también ha sorprendido a Jesús Maraña, quien no ha querido ni imaginarse cómo estará entonces su agudeza visual«: »Entonces somos ciegos todos. De hecho, el tertuliano ha aprovechado este dato para justificar su falta de habilidad en los distintos videojuegos que ha podido probar a lo largo de su vida: «Yo siempre he sido un torpe con los videojuegos. Pero claro, ahora sé que era por la agudeza visual». Mientras tanto, Aimar Bretos seguía sin dar crédito ante el hecho de que un jugador de 25 años ya fuera considerado mayor para la industria de los eSports: «A mí eso me ha matado». Es mayor para el ámbito profesional, pero no para seguir jugando a videojuegos. Y es que, tal y como ha dado a conocer Virginia Calvo, la franja de jugadores mayores de 35 años no para de aumentar. Según recoge el estudio Tendencias del mercado de los videojuegos: EU5&España, desarrollado por la consultora Ipsos, al menos veintidós millones de españoles y españolas consumen videojuegos cada día. De ahí que sea una industria que no para de crecer y que capta cada vez a más personas."
https://t.co/KiaFQWg0V1,"Retiran estos populares licores vendidos en toda España: si tienes alergia, no los consumas",1,"La Agencia Española de Seguridad Alimentaria y Nutrición (AESAN) ha lanzado una advertencia dirigida a las personas con alergia o intolerancia a los componentes de la leche tras detectarse un fallo en el etiquetado de varios licores de origen austríaco. En concreto, se trata de productos de la marca Mozart que podrían contener leche sin estar debidamente indicada en la etiqueta.Los productos afectados se distribuyen ampliamente en el territorio nacional y pueden suponer un riesgo para personas alérgicas o intolerantes, aunque no representan peligro alguno para el resto de la población.¿Qué productos están implicados en esta alerta?Los licores afectados, todos ellos de la marca Mozart, presentan distintos sabores y vienen envasados en botellas de colores. La alerta sanitaria afecta a los siguientes productos: Chocolate cream Chocolate strawberry Chocolate coffee White chocolate Chocolate coconut Pumpkin spiceSegún la información difundida, se consideran afectados todos los lotes que no incluyan el etiquetado de alérgenos. Los envases son de 500 ml y deben conservarse a temperatura ambiente.️ Exclusivamente para personas con alergia o intolerancia a los componentes de la leche: posible presencia de leche no declarada en el etiquetado de licores. pic.twitter.com/Ee2jrd1iC4— AESAN () May 29, 2025¿Qué recomienda Sanidad?La AESAN, a través del Sistema Coordinado de Intercambio Rápido de Información (SCIRI), ha solicitado la retirada de estos productos de los canales de comercialización. Mientras tanto, las personas con alergia o intolerancia a la leche deben abstenerse de consumir estos licores.Se trata de una medida de precaución preventiva, ya que el consumo accidental podría provocar reacciones adversas en personas sensibles, que pueden ir desde trastornos digestivos hasta reacciones alérgicas graves como anafilaxia.No hay riesgos para el resto de consumidoresSanidad recuerda que estos productos no suponen ningún riesgo para quienes no tienen alergia o intolerancia a la leche. Aun así, se está realizando una verificación de la retirada en toda España para garantizar la seguridad alimentaria.Si tienes alguna de estas botellas en casa y eres alérgico o intolerante, lo más recomendable es no consumirla y contactar con el punto de venta para su devolución o información adicional. Más información en la web de la AESAN.Súmate a Apoya nuestro trabajo. Navega sin publicidad. Entra a todos los contenidos.hazte socio"
https://t.co/o86UhKS0Nc,Este es el país con la costa más larga del mundo: está rodeado por tres océanos y ninguno lo supera,1,"Una de las consultas frecuentes en Google está relacionada con datos geográficos sobre la Tierra. Entre las más buscadas se encuentra la pregunta sobre cuál es el país con la costa más larga del mundo. De acuerdo con datos de The World Factbook (TWF), disponibles en internet, la respuesta es Canadá.Según este ranking, Canadá posee la línea costera más extensa del planeta, con más de 202.080 kilómetros de litoral. Esta cifra lo ubica en el primer lugar a nivel mundial y lo separa de países como Indonesia, Rusia y Filipinas, que ocupan las siguientes posiciones.La longitud de la costa de un país puede influir en aspectos como la economía, la biodiversidad, la defensa, el turismo y las relaciones internacionales. En el caso de Canadá, su litoral se extiende por tres océanos: Atlántico, Pacífico y Ártico, lo que le otorga una ubicación relevante en el hemisferio norte. Esta característica también ha influido en su historia, estructura territorial y actividades productivas.Ahora bien, medir una costa no es un proceso simple. Existe un fenómeno conocido como la 'paradoja de la línea de costa', que plantea que la longitud varía según la escala utilizada. Cuanto más detallada es la medición, mayor es el resultado. Por este motivo, organismos internacionales aplican metodologías estandarizadas para establecer comparaciones entre países.¿Por qué Canadá tiene tanta costa?La razón principal es su geografía. Canadá es el segundo país más grande del mundo en superficie, solo superado por Rusia. Pero a diferencia de este último, Canadá cuenta con una gran cantidad de islas, bahías, fiordos y penínsulas que multiplican la longitud de su línea costera. Desde la isla de Vancouver en el Pacífico hasta Terranova en el Atlántico, pasando por el archipiélago ártico, el país está rodeado de agua por casi todos sus flancos.Además, el norte canadiense está compuesto por miles de islas grandes y pequeñas, muchas de ellas deshabitadas, que suman kilómetros y kilómetros de costa. Esta región, aunque inhóspita, es clave para entender por qué Canadá lidera este ranking.Comparativa con otros paísesPara poner en perspectiva la magnitud del litoral canadiense, basta con revisar los datos de otros países con costas extensas:Indonesia: alrededor de 54.716 kmRusia: cerca de 37.653 kmFilipinas: aproximadamente 36.289 kmEstados Unidos: unos 19.924 km (sin contar territorios de ultramar)Ninguno se acerca siquiera a la mitad de la costa canadiense. Incluso si se sumaran las costas de varios países europeos, no alcanzarían la cifra de Canadá.Implicaciones económicas y ambientalesTener una costa tan extensa representa tanto oportunidades como desafíos. En términos económicos, Canadá se beneficia de:Pesca y acuicultura: especialmente en el Atlántico y el Pacífico.Transporte marítimo: con puertos clave como Vancouver, Halifax y Montreal.Turismo costero: desde las playas de la Columbia Británica hasta los acantilados de Nueva Escocia.Sin embargo, también enfrenta retos importantes:Cambio climático: el deshielo en el Ártico está abriendo nuevas rutas marítimas, pero también amenaza ecosistemas frágiles.Soberanía territorial: especialmente en el norte, donde el derretimiento del hielo ha despertado el interés de otras potencias.Protección ambiental: conservar la biodiversidad marina en un territorio tan vasto requiere políticas robustas y cooperación internacional.La paradoja de medir una costaComo se mencionó antes, medir una costa no es tan sencillo como parece. La 'paradoja de la línea de costa' explica que cuanto más detallada es la medición (por ejemplo, usando una escala de 1 km en lugar de 100 km), más larga resulta la costa. Esto se debe a que se capturan más detalles como curvas, entrantes y salientes.Por eso, organismos como la CIA World Factbook o la base de datos vectorial mundial utilizan metodologías estandarizadas para evitar comparaciones erróneas. En el caso de Canadá, la cifra oficial de 202.080 km proviene de estas fuentes y se considera la más precisa disponible.¿Qué significa esto para el futuro de Canadá?La posición de Canadá como líder en longitud costera le otorga un papel clave en temas globales como:El comercio marítimo internacionalLa exploración de recursos naturales en el ÁrticoLa conservación de ecosistemas marinosLa cooperación en seguridad marítimaAdemás, con el deshielo del Ártico, nuevas rutas como el Paso del Noroeste podrían convertir a Canadá en un actor aún más relevante en el comercio global. Pero esto también implica una gran responsabilidad en términos de sostenibilidad y diplomacia internacional.¿A cuánto está Canadá de Colombia y cómo llegar a sus costas?La distancia aérea entre Colombia y Canadá es de aproximadamente 6.392 kilómetros, dependiendo de las ciudades de origen y destino. Desde Bogotá, Medellín, Cartagena o Barranquilla, hay vuelos directos o con escalas hacia ciudades como Toronto, Montreal, Vancouver y Ottawa.Los vuelos más rápidos duran entre 8 y 10 horas, y los precios varían entre 300 y 1.000 dólares estadounidenses (1.500.000 a 4.500.000 pesos colombianos aproximadamente) dependiendo de la temporada y la aerolínea. Compañías como Air Canada, Avianca y Copa Airlines ofrecen rutas frecuentes entre ambos países.Una vez en Canadá, llegar a sus costas es sencillo. Desde Toronto, por ejemplo, se puede acceder al lago Ontario y al río San Lorenzo, que conecta con el Atlántico. Desde Vancouver, se llega directamente al Pacífico. Y si el destino es el norte, ciudades como Iqaluit o Churchill ofrecen acceso al Ártico.¿Qué hacer en las costas de Canadá?Las costas canadienses ofrecen una diversidad de actividades para todos los gustos:Observación de ballenas: en lugares como Tadoussac (Quebec) o Victoria (Columbia Británica), es posible ver orcas, ballenas jorobadas y belugas.Senderismo costero: rutas como el West Coast Trail en la isla de Vancouver o el Fundy Footpath en New Brunswick son reconocidas mundialmente.Kayak y navegación: en los fiordos de Terranova o en la costa del Pacífico, el kayak es una forma popular de explorar la naturaleza.Cultura indígena y pesca tradicional: en muchas regiones costeras, especialmente en el norte, se pueden conocer comunidades inuit y aprender sobre sus prácticas ancestrales.Auroras boreales: en las costas del Ártico, durante el invierno, es posible observar este fenómeno natural.DANNA SOFÍA SUÁREZ GPERIODISTA DE REDACCIÓN DIGITALDSSUAREZ.COM.CO"
https://t.co/Gvx8QYzHW0,"El bonito pueblo milenario en el que nació Aitana: rodeado de montañas, cerca de Barcelona y famoso por sus cerezas",1,"Aitana visita hoy El Hormiguero y protagoniza la última emisión de la semana con la presentación de su nuevo disco, Cuarto Azul, que sale a la luz el viernes 30 de mayo. La cantante, además, charlará con Pablo Motos y la audiencia sobre su gira Metamorfosis Season, con conciertos por toda España a lo largo de 2025. Un año plagado de proyectos, incluido el documental de Netflix que presentó el pasado mes de febrero. Precisamente en el proyecto audiovisual Aitana: Metamorfosis, la catalana aborda temas cruciales de su vida personal y profesional y muestra su lado más familiar, visitando incluso su pueblo natal. ¿Cuál es el bonito pueblo en el que nació Aitana y está a 35 minutos de Barcelona? Hablamos de Sant Climent de Llobregat, un municipio de apenas 4.200 habitantes y a 20 kilómetros de distancia de la ciudad condal. La intérprete de 25 años nació en este pequeño municipio situado en un valle y rodeado por grandes montañas como las de Sant Ramon o Coll de la Creu, entre otros parajes naturales. Desde la impresionante iglesia de Sant Climent, de estilo románico, hasta las antiguas masías, el pueblo natal de Aitana invita a pasear por su casco antiguo, haciendo una parada 'obligada' en sus bares para saborear los famosos calçots o un plato de fideuá. Aitana siempre ha mostrado su cariño y predilección por la localidad en la que vivió hasta los nueve años; después, su familia se mudó a Viladecans, donde cursó sus estudios primarios y también los años de instituto. Posteriormente, se trasladó a Barcelona hasta que llegó el salto al estrellato con la participación en Operación Triunfo en el año 2017. Qué ver en Sant Climent de Llobregat, el pueblo natal de Aitana Sant Climent de Llobregat es un rincón para disfrutar de la tranquilidad y el aire libre. Una localidad cuyos orígenes como población se remontan al año 970 según los restos arqueológicos encontrados, alcanzando el título de milenario. Tanto es así que en la cima del Montbaig, que forma parte de Sant Ramon, se han descubierto yacimientos que formaban parte de un poblado ibérico. Entre sus enclaves más visitados actualmente se encuentra la ermita del mismo nombre, situada en la parte alta del pueblo; el Museu d'Eines de Pagès, ubicado en la rectoría; y la calle Mayor y sus comercios. La cereza, icono del pueblo milenario que vio crecer a la 'extriunfita' El municipio catalán no solo se sitúa en el mapa gracias a su vecina más internacional, también es archiconocido por la producción de cerezas. De hecho, la artista (que acaba de presentar su single 6 de febrero), rodó algunas escenas de su docuserie durante la celebración de la feria dedicada a este fruto (una tradición que empezó en 1976). La artista fue 'pillada' caminando entre los puestos y cajas de cerezas y charlando con los residentes. Y es que, antiguamente, estas montañas presumían de numerosos viñedos que fueron arrasados por la plaga de la filoxera. Por eso, los vecinos empezaron a plantar cerezos, llegando a convertirse en el producto típico de Sant Climent de Llobregat. La primavera, sin duda, es la mejor época para disfrutar de esta bonita estampa: la llamada Fira de la Cirera se celebra el primer fin de semana de junio. Cómo llegar a Sant Climent de Llobregat desde Barcelona Situado en el valle de las rieras de las Comes, del Querol y de Salom, se puede acceder al pueblo catalán por dos carreteras comarcales: la BV.2003 y la BV.2004, procedentes de Viladecans y de Sant Boi; ambas se unen en la zona centro de la localidad. En caso de ir en autobús desde Barcelona, hay que tomar las líneas L86, L88 o SB3, que hacen parada en el pueblo."
https://t.co/XVGIsp4kn9,McDonald’s anunció cierre masivo de locales para junio 2025: los motivos detrás de la decisión.,1,"La multinacional McDonald's decidió clausurar su marca experimental CosMc's, dedicada a bebidas frías y snacks rápidos, apenas 18 meses después de su apertura inicial. A partir de junio, las cinco sucursales piloto que funcionaban en Illinois y Texas (Estados Unidos) dejarán de operar, según confirmó la compañía en un comunicado oficial. Lanzada en diciembre de 2023 en Bolingbrook, Illinois, CosMc's fue presentada como una propuesta innovadora para ingresar al competitivo segmento de las bebidas personalizadas. Inspirada en el universo futurista y con una estética retro espacial, la marca buscó posicionarse frente a gigantes del sector como Starbucks y Dunkin' Donuts. Menú de CosMc 's, de la empresa McDonald's. Foto: Facebook / CosMc's. Sin embargo, la estrategia no logró los resultados esperados.""Hemos aprendido muchísimo y muy rápido con la prueba de CosMc's"", indicó la cadena. ""Nos permitió probar sabores nuevos y atrevidos, así como tecnologías y procesos diferentes, sin afectar la experiencia actual de McDonald's para los clientes y el personal"", agregó. Tras un breve experimento, McDonald's le baja la persiana a su nuevo modelo de tienda Los cinco locales operaban bajo un formato reducido, enfocado en el servicio ágil a través de autoservicio, y ofrecían bebidas como frappé de churros, latte de matcha con vainilla y limonadas saborizadas. Además, el menú incluía snacks como pretzels, sándwiches picantes y algunos productos clásicos de McDonald's, como los McMuffins y los McFlurries. El concepto hacía referencia a CosMc, un personaje alienígena que formó parte del universo publicitario de McDonald's en los años 80 y 90, reforzando la estética diferenciada de la marca. El plan inicial contemplaba abrir más de diez locales en Texas antes de 2025, pero la expansión quedó truncada tras una evaluación interna sobre el rendimiento y el contexto de mercado. McDonald's. Foto: Unsplash. Las sucursales que cerrarán están ubicadas en Bolingbrook (Illinois), Fort Worth, San Antonio (dos locales) y Allen, en Texas. Aunque CosMc's no continuará como marca independiente, McDonald's confirmó que algunas de sus bebidas más destacadas podrían incorporarse próximamente al menú habitual en Estados Unidos."
https://t.co/yOWcRXE3nw,Adiós a esta multinacional en España: cierra su histórica tienda y abandona esta capital,1,"Adiós a una histórica multinacional en una capital de España. El sector del 'retail' se encuentra en pleno momento de transformación ante el auge de conglomerados digitales como Amazon, Shein o Zalando, que están obligando a priorizar el canal de venta 'online' frente a las tiendas a pie de calle.Este giro en el modelo de negocio se está aplicando en todos los sectores del comercio, incluyendo tiendas de primer renombre como el Grupo El Corte Inglés, Zara, Bershka, Pull & Bear o H&M. Se trata de reducir al máximo el número de tiendas para situarlas en puntos muy estratégicos y dar mayor capacidad a la venta por internet.Los consumidores ya no necesitan desplazarse a una tienda para adquirir los productos, puesto que ya pueden comprar desde casa. Por este motivo, las firmas priorizan establecimientos en formato de experiencia, como un atractivo turístico o de ocio, donde poder interactuar con el stock y después plantearse la compra por internet.Cierre de una conocida multinacional: desaparece de esta capital de EspañaEn el marco de esta estrategia de negocio, la multinacional Etam, conocida por especializarse en la venta de lencería, pijamas o ropa de baño para mujer, ha confirmado el cierre de su establecimiento en pleno centro de Burgos capital.[img=6401]El establecimiento se ubicaba hasta ahora en la calle Laín Calvo, 46, y había operado desde hacía varios años. La exitosa marca francesa se había convertido en un imprescindible del escenario comercial de la ciudad, sin embargo, ahora ha echado el cierre.La empresa cerró oficialmente sus puertas en Burgos el pasado 15 de mayo, de forma permanente. Durante sus últimos días de vida, la empresa ya había instalado un gran cartel en la puerta en el que se despedía oficialmente de todos sus clientes.Adiós al 'retail' a pie de calle: oleada de cierresEste giro en el sector del 'retail' está siendo especialmente notable en Burgos capital. En la ciudad han desaparecido durante los últimos meses algunas firmas de primer nivel que evidencian que las marcas ya no apuestan por la tienda a pie de calle como vía prioritaria para su negocio.Una de las firmas que han desaparecido recientemente en Burgos es la multinacional United Colors of Benetton, que se había ubicado en la plaza Mío Cid durante años. También han desaparecido de la ciudad otras enseñas del Grupo Inditex, la dueña de Zara, como Massimo Dutti y Oysho.Ahora, llega el turno de la franquicia de moda francesa Etam, que ha cerrado sus puertas definitivamente en esta capital castellana y leonesa. La tienda vende el mobiliario que servía para su comercio y se desprende de todos sus elementos para decir adiós definitivamente a esta emblemática ciudad."
https://t.co/m6GPwMpStr,"Millonarios, el mejor equipo colombiano en este ranking histórico de la Copa Libertadores

 El cuadro ‘embajador’ supera a equipos históricos como Cruzeiro, Racing, Deportivo Cali, entre otros",1,"La Copa Libertadores de América afronta por estos días la última jornada de la fase de grupos, la actual edición ha sido de grata sorpresa para los aficionados sudamericanos, quienes han podido disfrutar de la clasificación de algunos equipos menos tradicionales a las instancias decisivas.Entre las actuaciones más destacadas resalta la clasificación de Universitario de Perú a los octavos de final, el equipo 'crema' dio la sorpresa tras empatar con River Plate en el Monumental y superar en su grupo a Barcelona SC e Independiente del Valle; además, la primera presentación de Central Córdoba en un torneo Conmebol está siendo toda una proeza, pues con 11 puntos, es líder parcial en un grupo que comparte con Flamengo, Liga de Quito y Táchira; desafortunadamente, podría quedar eliminado si pierde ante el equipo ecuatoriano, por lo que este miércoles tendrá la oportunidad de conservar su invicto y certificar su gran campaña.Por parte de Colombia, Atlético Nacional y Atlético Bucaramanga, ambos campeones en 2024, han representado de buena manera al país; el 'verdolaga' ya logró su cupo a la fase KO, mientas que el 'leopardo' tendrá que ganarle a Colo-Colo en Chile y esperar un resultado favorable en el otro partido para consumar la clasificación, no obstante, ya aseguró, al menos, jugar los 'playoff' de repechaje para los octavos de final de la Copa Sudamericana.En las últimas horas, el portal web 'TNT Sports Argentina', publicó un ranking sobre los 20 equipos con mejor asistencia en la historia de la Copa Libertadores, para este prestigioso listado se tuvo presente aquellos clubes que alcanzaron más de un millón de espectadores entre 1960 y 2024.Curiosamente, el equipo colombiano mejor ubicado en el ranking es Millonarios FC, que se posiciona en la casilla 13, le sigue Deportivo Cali en el puesto 19; en la parte alta de la lista aparecen los mexicanos Cruz Azul y América, mientras que São Paulo, Boca Juniors y River Plate completan el top 5.Atlético Nacional, bicampeón de América, y, América de Cali, cuatro veces finalista del torneo, no integran el listado, a pesar de ser los clubes colombianos con mayor participación en el certamen continental.En este sentido, es bueno resaltar que Millonarios fue el primer equipo colombiano en participar en Copa Libertadores, y disputó tres veces la instancia de las semifinales, además, en la década de los 60′ y 70′, el Campín contaba con una capacidad aproximada de 40.000 espectadores, por su parte, Deportivo Cali fue el primer club nacional en disputar una final del torneo, lo hizo en el año 1978 cuando cayó ante Boca Juniors."
https://t.co/stBHuAjnuk,Junior anunció cambio de DT,1,"Junior sorprendió en la jornada de este miércoles después de que en un comunicado diera a conocer el cambio de director técnico a último momento y parece que hay una razón contundente. Bien, pues en el comunicado, el conjunto 'tiburón' confirmó que el equipo femenino se despedía de Yinaris García, quien fue la entrenadora del equipo durante esta edición de la Liga Betplay Femenina. Es importante decir que la fase de 'todos contra todos' no ha terminado, pero el equipo tiene muy complicada su clasificación a los cuadrangulares semifinales. COMUNICADO DE PRENSA pic.twitter.com/HTQvLKIgFC — Junior FC () May 28, 2025 Otras noticias"
https://t.co/9MC4728LrY,"¡Ah caray! 
Toluca deja Televisa y sus partidos serán transmitidos por esta televisora a partir del Apertura 2025",1,"El Toluca está de fiesta tras conseguir el título del Clausura 2025 que lo acredita como Campeón de la Liga MX, y mientras los festejos continúan vendrán tiempos de cambio en lo que a las transmisiones de sus partidos como local se refiere, pues dejarán de estar asociados con Televisa.De acuerdo con fuentes cercanas a mediotiempo, los Diablos Rojos han terminado su vínculo con la televisora de Chapultepec tras la conclusión del último torneo, por lo que ahora cambiarán de empresa a partir del Apertura 2025.Francisco Suinaga lleva el movimiento del TolucaEsta misma versión señala que es Francisco Suinaga, vicepresidente deportivo del conjunto escarlata, quien está llevando a cabo toda la operación sobre los derechos de transmisión del equipo para el siguiente semestre.Cabe mencionar que el Toluca ha sido transmitido en Televisa desde hace varias décadas, por lo que es uno de los clubes mexicanos que más tiempo lleva relacionado en este tema a dicha televisora.¿En dónde será transmitido el Toluca el próximo torneo?Aunque todavía no es un hecho, todo indica que el cambio del Toluca en cuanto a televisora será con TV Azteca, empresa rival en televisión abierta de Televisa, y que se fortalecería con la llegada del monarca del futbol mexicano, pues ya tiene a Tigres y otros clubes en su pantalla.En caso de concretarse, muchos aficionados del Toluca estarían muy felices, ya que ahora sería Christian Martinoli, reconocido fanático de los Diablos Rojos, el encargado de narrar y comentar los partidos de su equipo en el Estadio Nemesio Diez, donde es muy querido por los seguidores rojos debido a su amor por la escuadra.""Doctor me va a dar un infarto"" ????️????Martinoli no se guardó nada en los momentos culminantes de la final. pic.twitter.com/qYHSpNMroj— TV Azteca Deportes () May 26, 2025 ¿Cuándo inicia el Apertura 2025 de la Liga MX?Será el próximo viernes 11 de julio cuando la Liga MX vuelva a reanudar las acciones en el terreno de juego, siendo este el torneo donde el equipo de Antonio Mohamed buscará defender con éxito su corona y conquistar el bicampeonato.​​"
