url,title,is_clickbait
https://t.co/ik70DfHNVe,"El secreto mejor guardado de Paula Badosa: ""Lo tengo escrito en la raqueta""",1
https://t.co/QSJEl9GSSD,"Aimar Bretos descubre cuándo se jubilan los jugadores de eSports y se queda sin palabras: ""Me ha matado""",1
https://t.co/jggrhWLEP2,"Esta es la causa de más del 80% de los cánceres de cavidad oral, laringe y faringe",1
https://t.co/4cOcWdGsSE,Giro de 180º en los cajeros de toda la vida: el cambio que llega el 28 de junio,1
https://t.co/noMgLDNRaW,Usar las entradas y salidas con menos coste.,1
https://t.co/cI17Hly9gz,Exclusivamente para personas con alergia o intolerancia a los componentes de la leche: posible presencia de leche no declarada en el etiquetado de licores.,1
https://t.co/KiaFQWg0V1,"Retiran estos populares licores vendidos en toda España: si tienes alergia, no los consumas",1
https://t.co/o86UhKS0Nc,Este es el país con la costa más larga del mundo: está rodeado por tres océanos y ninguno lo supera,1
https://t.co/Gvx8QYzHW0,"El bonito pueblo milenario en el que nació Aitana: rodeado de montañas, cerca de Barcelona y famoso por sus cerezas",1
https://t.co/Wu43PJIL2v,¿Por qué Álvaro Montero no fue convocado a la Selección Colombia? Todos los detalles aquí,1
https://t.co/Hy91EK3YKT,"Bombazo: principio de acuerdo entre Franco Mastantuono y un gigante de Europa

La joven estrella de River partiría al fútbol del Viejo Continente después de dos negociaciones que se dieron en Buenos Aires.",1
https://t.co/XVGIsp4kn9,McDonald’s anunció cierre masivo de locales para junio 2025: los motivos detrás de la decisión.,1
https://t.co/zq9zECOMet,¿Cuestión de horas? Deportivo Cali haría un importante anuncio sobre Alfredo Arias,1
https://t.co/yOWcRXE3nw,Adiós a esta multinacional en España: cierra su histórica tienda y abandona esta capital,1
https://t.co/JZFekZpPdg,Hacienda lo confirma: multas de miles de euros por sacar ésta cantidad del cajero,1
https://t.co/0iEwV0EEjL,Duró menos de cuatro años: Popular cervecería cerrará para siempre el próximo 31 de mayo,1
https://t.co/m6GPwMpStr,"Millonarios, el mejor equipo colombiano en este ranking histórico de la Copa Libertadores

 El cuadro ‘embajador’ supera a equipos históricos como Cruzeiro, Racing, Deportivo Cali, entre otros",1
https://t.co/stBHuAjnuk,Junior anunció cambio de DT,1
https://t.co/9MC4728LrY,"¡Ah caray! 
Toluca deja Televisa y sus partidos serán transmitidos por esta televisora a partir del Apertura 2025",1
https://t.co/uLiBnh3wnH,"Aerolínea anuncia nueva ruta directa entre Colombia y Estados Unidos.

Más detalles haciendo clic en la imagen.",1
https://t.co/QHrancOAIA,La serie de The Last of Us evita una de las muertes más dolorosas del juego,1
https://t.co/aVPUIiQt8z,"El deseo de Quique Sánchez Flores para su hija Patricia, que se casa dentro de un mes con Javier Millet.",1
https://t.co/wvj1hXuBYb,Richard Gere confirma los rumores que nadie se creía: «Cada mañana»,1
https://t.co/ufIfKnXkjz,Adiós a los cajeros de siempre: el cambio inminente que llega en junio te pillará por sorpresa,1
