url,title,is_clickbait
https://elpais.com/internacional/2025-06-09/california-escala-el-conflicto-con-la-administracion-de-trump-con-una-demanda-por-la-presencia-de-la-guardia-nacional.html?autoplay=1,Trump aboga por detener al gobernador de California e incrementa la presencia militar en Los Ángeles con 500 marines,0
https://elpais.com/internacional/2025-06-09/trump-utiliza-las-protestas-en-los-angeles-para-hacer-una-demostracion-de-fuerza-frente-al-gobernador-newsom.html,Trump utiliza las protestas en Los Ángeles contra su política migratoria para hacer una demostración de fuerza frente al gobernador,0
https://elpais.com/us/migracion/2025-06-09/dentro-de-las-protestas-de-los-angeles-salimos-a-las-calles-porque-nuestros-padres-han-vivido-en-las-sombras-toda-su-vida.html,Dentro de las protestas de Los Ángeles: “Salimos a las calles porque nuestros padres han vivido en las sombras toda su vida”,0
https://elpais.com/mexico/2025-06-09/claudia-sheinbaum-replica-a-trump-los-mexicanos-que-viven-en-estados-unidos-son-trabajadores-honestos.html,Claudia Sheinbaum replica a Trump: “Los mexicanos que viven en Estados Unidos son trabajadores honestos”,0
https://elpais.com/us/migracion/2025-06-09/los-vecinos-de-newark-que-nunca-dejan-solos-a-los-migrantes-encerrados-en-delaney-hall.html,Los vecinos de Newark que nunca dejan solos a los migrantes encerrados en Delaney Hall,0
https://elpais.com/america-colombia/2025-06-09/las-horas-que-dejan-a-miguel-uribe-turbay-luchando-por-su-vida-un-mitin-improvisado-que-termino-con-dos-disparos-en-la-cabeza.html?autoplay=1,Un mitin improvisado que terminó con dos disparos en la cabeza: así fue el atentado contra Miguel Uribe,0
https://elpais.com/america-colombia/2025-06-09/atentado-contra-miguel-uribe-turbay-en-directo.html,"Las últimas noticias del atentado contra Miguel Uribe Turbay, en directo | La familia del senador presenta una denuncia contra la UNP por no haberle reforzado la seguridad",0
https://elpais.com/america-colombia/2025-06-09/la-fiscalia-aun-no-ha-podido-interrogar-al-sicario-que-atento-contra-miguel-uribe-turbay.html,La Fiscalía apunta a una red de sicarios como responsable del atentado contra el precandidato Miguel Uribe Turbay,0
https://elpais.com/ciencia/2025-06-09/ardem-patapoutian-nobel-de-medicina-el-90-de-las-personas-ni-siquiera-sabe-que-tiene-el-sentido-de-la-propiocepcion.html,"Ardem Patapoutian, nobel de Medicina: “El 90% de las personas ni siquiera sabe que tiene el sentido de la propiocepción”",0
https://elpais.com/us/migracion/2025-06-09/khaby-lame-el-famoso-de-tiktok-que-fue-detenido-por-ice.html,"Khaby Lame, el famoso de TikTok que fue detenido por ICE",0
https://elpais.com/internacional/2025-06-09/estados-unidos-y-china-buscan-recuperar-la-confianza-con-un-encuentro-sobre-aranceles-en-londres.html,Estados Unidos y China buscan recuperar la confianza con un encuentro sobre aranceles en Londres,0
https://elpais.com/internacional/2025-06-09/israel-intercepta-la-flotilla-de-la-libertad-que-se-dirigia-en-barco-a-gaza-con-ayuda.html?autoplay=1,La Flotilla de la Libertad con ayuda para Gaza en la que viajaba Greta Thunberg llega a Israel tras ser interceptada,0
https://elpais.com/internacional/2025-06-09/ultima-hora-del-conflicto-en-oriente-proximo-en-directo.html,"Última hora del conflicto en Oriente Próximo, en directo | La Flotilla de la Libertad llega al puerto israelí de Ashdod escoltada por el ejército",0
https://elpais.com/america/2025-06-09/margaret-satterthwaite-en-guatemala-hay-una-sensacion-de-que-se-esta-desmantelando-el-estado-de-derecho.html,Margaret Satterthwaite: “En Guatemala hay una sensación de que se está desmantelando el estado de derecho”,0
